address,categories,city,country,key,lat,long,name,phones,postalCode,province,websites
2201 Arapahoe Saint (at 22nd St),Brewery,Denver,US,us/co/denver/2201arapahoesaint(at22ndst),39.75365081,-104.9883819,Great Divide Brewery,3032969460,80205,CO,http://www.greatdivide.com
2201 Arapahoe St,"Bars And Pubs, Breweries",Denver,US,us/denver/denver/2201arapahoest,39.753611,-104.988396,Great Divide Brewing Co.,(303)2969460,80205,Denver,http://www.timeout.com/denver/terms-conditions
2120 Bardstown Rd,"Bars & Clubs, Brewery Deer Park, Nightlife",Louisville,US,us/ky/louisville/2120bardstownrd,38.224567,-85.6943,Great Flood Brewing Company,"5024577711, 15024577711",40205,KY,greatfloodbrewing.com
2010 S Oak St,Breweries,Lakewood,US,us/co/lakewood/2010soakst,39.680602,-105.117872,Great Frontier Brewing Co,3032575959,80227,CO,greatfrontierbeer.com
2516 Market Ave,"American Restaurant, Brewery, Burger Joint, and American Restaurant, Brewery, Burger Joint, and American Restaurant Ohio City, Brew Pubs, Restaurants, Food & Drink, Banquet Halls & Reception Facilities, Brewers, Gift Shop Ohio City, Brewery, Breweries, Wineries, Burger Joint, Bar & Grills, Taverns",Cleveland,US,us/oh/cleveland/2516marketave,41.484398,-81.704465,Great Lakes Brewing Company,"(216) 771-4404, 2167714404, 2167712085",44113,OH,http://www.greatlakesbrewing.com
1951 W 26th St,Brewery Ohio City,Cleveland,US,us/oh/cleveland/1951w26thst/1613293264,,,Great Lakes Brewing Company Beer Symposium,,44113,OH,
407 Turner N W,"Breweries, Brewery Tours, Food Tours, Tours & Activities, Food & Drink, More",Grand Rapids,US,us/mi/grandrapids/407turnernw,42.971043,-85.67936,Great Lakes Pub Cruiser,16163191199,49503,MI,
2204 N E Alberta St,"Brewery Concordia, Brewery",Portland,US,us/or/portland/2204nealbertast/101,,,Great Notion Brewing,5035484491,97211,OR,greatnotionpdx.com
1251 Dalzell St,"Brewery Highland-Stoner Hill, Bars & Clubs, Nightlife",Shreveport,US,us/la/shreveport/1251dalzellst,32.488605,-93.756195,Great Raft Brewing,13187349881,71103,LA,greatraftbrewing.com
332 E 2nd St,Brewery and Bar,Davenport,US,us/ia/davenport/332e2ndst,41.52140583,-90.56996857,Great River Brewery,5633235210,52801,IA,greatriverbrewery.com
2309 Union Blvd,"Brightwaters, NY, Beverages, Malt Beverages, Brewers",Brightwaters,US,us/ny/brightwaters/2309unionblvd,,,Great South Bay Brewery,,11718,NY,
204 Mount View Ln,Brewery,Colorado Springs,US,us/co/coloradosprings/204mountviewln,,,Great Storm Brewery,"7195990887, 7192664200",80907,CO,http://www.greatstormbrewing.com
2345 Old Lincoln Hwy,"Hotel, Resort, and Brewery",Feasterville-trevose,US,us/pa/feasterville-trevose/2345oldlincolnhwy,,,Great Tans At Neshaminy Inn,"2156388100, 2674490222",19053,PA,
1012 E 28th St,"Brewers, Wineries",Erie,US,us/pa/erie/1012e28thst,42.118686,-80.049995,Greater Erie,8144591819,16504,PA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJCZ-uhqCiqLqdz5kExRusW_h679MuuChccQiCiWzbxby1wp_HuwFNF4E05T44OaWvD1Tzz7xFlicDnl2-a8WU2woTzgmEkIBSGKrc8usDZxVOG1X3VB24ns3LUwGOAloAeq8oEYSG9_kKO-fWK0uzzNAeqknZs6rh-Inn40iUy-F_Jt6P0SKGMgJqCKQ2JREHGDowx_jhrUJeTh3JzYHbEoFqnZABFcIMS2blT_PlLNJP84XOJsLyNH-Uqpjo8j_dIjMd3GOEpN4n8Trnr97BUqzW1sPt3zW0LAI4SxkvPAerqfc6MzUc8zRzZGTl9Mhj7p_-VT6GvJN0bTt1TKX3jlu0aQkXzg3OcNMtKY6Am5g&placement=listing_profile&cs_user=unknown&cs_session=123cf4c2fedd8c2107b2a67f295ca0be5cd85c65
1133 Baum Ave N,"Brewery, Beer Garden",Saint Petersburg,US,us/fl/saintpetersburg/1133baumaven,27.77161023,-82.65060448,Green Bench Brewing Co.,7272144863,33705,FL,http://www.greenbenchbrewing.com
1902 General Booth Blvd,"brewery, Brewery",Virginia Beach,US,us/va/virginiabeach/1902generalboothblvd,,,Green Flash Brewery,,23454,VA,http://j.mp/treasurechestvb14
6550 Mira Mesa Blvd,"Bars And Pubs, Craft Breweries",San Diego,US,us/sandiego/sandiego/6550miramesablvd,32.907291,-117.177834,Green Flash Brewing Co.,(858)6220085,92121,San Diego,http://www.greenflashbrew.com
23 Buxton Ave,Brewers,Asheville,US,us/nc/asheville/23buxtonave/1356784245,35.58862,-82.553185,Green Man Brewing Co,8282525502,28801,NC,
153 Pond Ln,"Cider Mills, Brewers, Wineries",Middlebury,US,us/vt/middlebury/153pondln/-1960861937,44.034352,-73.173547,Green Mountain Beverage,8023880700,5753,VT,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJB27NSsMmYhyJwi1zn0ctTvVrIZTF84V0GSKqzNcvYW6pBZ6WNhjTD3elGTuRfr5SRCJS7e8EMmkTyQuu5Tmwh6RowLfECm2cNUEF00R2rifUfLh4PPZlZ41MSehsylcgswtYOeKYcaXAHD_NyuWqPOQcd3OteDubb9CB5TDiqlNobJrxWEf2_pWZA1dLVOY2_YGZPrewCuu6jRwhB-bnduiZYtMr6_uV5KmMoZ56ki4jfuZM-SyacdDJ7opWADjd0XAJTk8-WWcGPxwmH_Tz0nfk9E462Pj9OztQ_Oid2-9CpkRK6xVQpTxlcgcl7IZxnFxkmdCjDWn5c679rywPRJ4B0DPB9bKe&placement=listing_profile&cs_user=unknown&cs_session=d1880e7c13c9e11b8b6e431c3ac3bf2af2762cc3
228 3rd St N,"Food & Drink, Breweries",Jacksonville,US,us/fl/jacksonville/2283rdstn,30.29071,-81.3926,Green Room Brewing,9042019283,,FL,
1605 Miami St,"Bars & Clubs, food and drink, Cafes, Bars & Pubs, Restaurants, Breweries & Brew Pubs, recreation, Taverns, Bar & Grill Restaurants",S Bend,US,us/in/sbend/1605miamist,41.657996,-86.235043,Green Star Cafe,"574-287-9606, 5742879606","46613-2817, 46613",IN,
64 Stevens Rd,"Lawn Maintenance, Landscape Designers & Consultants, Landscaping & Lawn Services, Gardeners, Landscaping Equipment & Supplies, Brewer,  ME, Agriculture, Lawn and Garden Services, services, landscaping, landscaping services, lawn, maintenance, grounds",Brewer,US,us/me/brewer/64stevensrd,44.785027,-68.76144,Green Thumb Lawn Service & Hydroseeding.,2079891433,4412,ME,http://www.gtlawnservice.com
309 N Cody Rd,"Breweries, Food & Drink",Le Claire,US,us/ia/leclaire/309ncodyrd,41.59992,-90.34336,Green Tree Brewery,5637291164,52753,IA,
315 Main St,"Breweries, Food & Drink",Middleburgh,US,us/ny/middleburgh/315mainst,42.597965,-74.33508,Green Wolf Brewing Company,5188276444,12122,NY,
5870 Sawyer Rd,Brewers,Sawyer,US,us/mi/sawyer/5870sawyerrd,41.885306,-86.541528,Greenbush Brewing Co,2694051223,49125,MI,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt40DA-vqZSe1UW5ffU3YpiWmyuyzW9LLsPLINcvnpfgf6j4OkhLtcHKvfphRVn4chaQMy3NaeylC-JsqqI0naPHSUdMzIJ9RBhqskmRIfPLidXOJ4QePEUovHedULypYyaHkR2EHOZH8FyeAlIo6IrbohzALxvi9jVs-Q9SgOd0Uel-3NwWMekPrWdNlysygj1h9J0mR7FrDOoGAUNm1AryIb1TB_6884eT6Ny5M9EGd_iGb0KQaBAumkALh6yKvYMa2Qr_AiJzuyrag9ZEB10VVkAIQlPE_034h11cRCA3qubzTuy64V8jrB64ZmWXbR2YqoczNcXwMjxv5QeLmVL1OO8_4c66Wzdzz47Z2GeohH1R6ZlNu-Ifw&placement=listing_profile.c&cs_user=unknown&cs_session=4e37e7d3283c39fb193b65919d81e8563f0486af
5885 Sawyer Rd,"Restaurant, Food & Drink, Brewery, Breweries",Sawyer,US,us/mi/sawyer/5885sawyerrd,41.885906,-86.59446,Greenbush Brewing Company,"12694051076, 2694051076",49125,MI,greenbushbrewing.com
12 Acme Road 212,"Brewer, ME, Agriculture, Farm Supplies, Brewer Wholesale Greenhouse Equipment and Supplies, Brewer,  ME, Wholesale Greenhouse Equipment and Supplies",Brewer,US,us/me/brewer/12acmeroad212/#,,,Greenhouse Supply Inc,,04412-1546,ME,
3958 S Us 131,"Breweries & Brew Pubs, Bar & Grill Restaurants",Alba,US,us/mi/alba/3958sus131,,,Green-lantern Bar,2315842800,49611-4961,MI,
7 N 15th St,Brewery and Bar Greenpoint,Brooklyn,US,us/ny/brooklyn/7n15thst/698673024,,,Greenpoint Beer and Ale Company,7183892940,11222,NY,greenpointbeer.com
529 Waverly Ave,"Beer & Beverages, Beverages, Malt Beverages, Breweries & Brew Pubs, Brooklyn, Brewers, Brooklyn Beer (Alcoholic Beverage), Beer & Ale Distributors, Wineries, restaurant,  NY, Uncategorized",Brooklyn,US,us/ny/brooklyn/529waverlyave/734388101,40.682692,-73.965571,"Greenpoint Beer Works, Green Point Beerworks","7183982731, 7.183982731E9","11238.0, 11238",NY,http://www.heartlandbrewery.com/heartland-brewery-tap-room/
42155 Route 25,Brewers,Peconic,US,us/ny/peconic/42155route25,41.041767,-72.454583,Greenport Harbor Brewing,6314771100,11958,NY,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJIxLycPLShAVg4q7W2QIKJtCdg8eLZWcGJkYLs8yNk-LJb_t3xDK43JeJt0nyaR0PJXmqc3IYKClDK0tjYguwmDqoKCGY4DewEjWe_CTPuPWPnGoa80hqw9FRbi2H6Ur0yjzuFcyTkVQhUnhtN4ka1FB37ijNAv90skeuumO41uzSMxDTWU-mTpUrg6ATQcjjkzAZBiSRa7Ku-KwN5s6Fj0CCHi4HTpi6Akb8rwTd35pgW1Xbyl0DXs4OGTU0VHfeWG1A9yV_FTzeLnnk1u9JFPbbMloQONdpEPXpX6xk7kkxOmHA5gs-ho5awEI322ZN1EhJXyqNiHF19g2ZR5870g1uuwbZHFKKqs2FQ6G86cLqk5kOJBb0oA&placement=listing_profile&cs_user=unknown&cs_session=53039e671812b08f018db0ce112e79bf17f04fc5
234 Carpenter St,"Bars, Brew Pubs, Restaurants, Brewers, Beer & Ale, Liquor Stores, Bar & Grills, Taverns",Greenport,US,us/ny/greenport/234carpenterst,41.103614,-72.358662,Greenport Harbor Brewing Co,"6314776681, 6314771100",11944,NY,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJYD3APfFyZb1SUEABa1jmpS3OwA6Ks1I5JeZtA4rEZU5WiaYPNdRSY1_F4yJdkc1Z0LdU-yKF3k3-Y4RmfmXXmbZbiLM3PuzkPreN44JLIJH4SVqSia8StF3tjR4zN8aW2qyDfR9e7Bzc2JEzaBjhx5SNJhfBXkupylhh3zTsevVnSG7FLu5qjjGqssMhakzdOijWKt_3lbxV7CbzIkK8s7IITODpr_5opaw4urmrJH-RZsYP_sa-rIHtSSqC4feievR2o-Atmtk3fgt7Jk4j0WSw0HpGrHxr9L-Fmnl9k1MZx7BwKRh35gscgPkBxiViP45k5IOvdgUJ9MJi4gQ6HU2SuV4mZERKbn5els-bBbg&placement=listing_profile&cs_user=unknown&cs_session=6163713a3c26eb882ccb0aed80b075925956b331
737 Ponce De Leon Ave N E,"Liquor Store, Beer Store, Brewery, Wine Shop",Atlanta,US,us/ga/atlanta/737poncedeleonavene,33.773462,-84.362822,Green's Beverages,4048721109,30306,GA,http://www.greensbeveragestoreatlanta.com
953 W Pittsburgh St,"Military & War Movies, Animated Feature Films, Anime & Manga Movies, Animated Comedies, Fairy Tale Movies, Car Wash & Auto Washing, Window Tinting & Window Glass Coating, Car Wash, Credit & Collections, Personal Chefs, Art House Films, Beverage Manufacturers, Foreign Films, Bail Bonds, Asian Cinema, African Cinema, Other Financial Services, Brewers, Investment Advice, Indian Cinema, Investments",Greensburg,US,us/pa/greensburg/953wpittsburghst,40.3,-79.56,Greensburg Auto Spa Tinting Service,7248750168,15601,PA,
Downtown Greenville,"Brewery Tours, Food & Drink, Tours, Tour",Greenville,US,us/sc/greenville/downtowngreenville/-877550582,34.8381,-82.41162,Greenville Brew Tours,,29601,SC,
1619 E North St,Brewery and Food Drink Shop Eastside,Greenville,US,us/sc/greenville/1619enorthst/-522967130,,,Greenville Hop House,8646218179,29607,SC,
1392 E Putnam Ave,"American Restaurantamerican_restaurant,  CT, Restaurant, Old Greenwich Restaurants, Old Greenwich, American (traditional), Bars & Pubs, Restaurants, American, Brewers, Restaurants & Bars",Old Greenwich,US,us/ct/oldgreenwich/1392eputnamave/-1402343982,41.044567,-73.57203,Greenwich Tavern,2036989033,6870,CT,http://www.greenwichtavern.net
24555 Philo Greenwood Rd,"Vineyards, Brewers, Wineries",Philo,US,us/ca/philo/24555philogreenwoodrd,39.087838,-123.545619,Greenwood Ridge Vineyards,7078773267,95466,CA,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ6qBogbHMUmi4jmg0wMy6K5Yp5Iflv2aQjYLnOGEc1WcCG_XoimXnbcQmne3PORnyx0_kZLep9_hDb7mCvXsNQr9BA13uz3Ig3pcj7Y9PG6DptISRW6nLOV7STBdhkB4kcEf_OrNP9Kr22OzKXAt8zlqTsBDQyxM_Wi8zJsO7RpBOVgiCqKStLseX0WlNs0kO8CCwbQvPSn-AhMLbe2RfmRetpPI_ohiu11bcQQN5Etow01WF8xsjUr3YB_ukSL4VBGbTf1pgEPB5Ve1m1y4QtypIXrzuku89DH9DweJc878iIit5J2_cNsprr_QuXNqn9lyKD8PmKwEcFGEhy0Wvomb7sZYa4TEN3BYEpnMos40&placement=listing_profile&cs_user=unknown&cs_session=3ca2235262e426b69e72bae887d90b4fd6cebcc3
961 S High St,Pub and Bar Brewery District,Columbus,US,us/oh/columbus/961shighst/146805848,,,Gresso's Restaurant & Bar,6144440131,43206,OH,gressos.com
710 E Main St,Brewery,Norristown,US,us/pa/norristown/710emainst,,,Gretz Beer Company,8664738926,19401,PA,gretzbeer.com
1008 Lansing Ave,"Take Out Restaurants, Bars & Clubs, Breweries & Brew Pubs, Restaurants, Bars & Pubs, recreation, Taverns, food and drink, Brew Pubs, Barbers, Bar, Grill Restaurants, Bar & Grill Restaurants",Jackson,US,us/mi/jackson/1008lansingave,42.261103,-84.417512,Grey Stone Tavern,5177896050,49202,MI,
220 S W H Saint B,Brewers,Grantspass,US,us/or/grantspass/220swhsaintb,42.439021,-123.329294,Griess Family Brews & Taproom,5414509090,97526,OR,
575 S Eton St,"Brewery and Beer Garden, Brewery, Beer Garden",Birmingham,US,us/mi/birmingham/575setonst,42.54354014,-83.19553614,Griffin Claw Brewing Company,2487124050,48009,MI,http://www.griffinclawbrewingcompany.com
25640 State Route 37,"Grocery Stores And Supermarkets, Food And Beverage Distribution, Micro-Breweries",Watertown,US,us/ny/watertown/25640stateroute37/-1083071596,,,Griff's Redemption & Beverage Center,3157798025,13601,NY,
334 N Washington St,Brewers,Hammonton,US,us/nj/hammonton/334nwashingtonst,39.637786,-74.81102,"Grigus, Shawn: Shawn Grigus",6095611762,8037,NJ,
401 Mccray St,Brewery,Hollister,US,us/ca/hollister/401mccrayst/steb24,,,Grillin & Chillin Alehouse,8316372337,95023,CA,
547 Denver Ave,Brewery,Loveland,US,us/co/loveland/547denverave,40.39671146,-105.046766,Grimm Brothers Brewhouse,"9706246045, (970) 624-6045",80537,CO,grimmbrosbrewhouse.com
623 Denver Ave,Brewery,Loveland,US,us/co/loveland/623denverave/-535934675,,,Grimm Brothers Taproom,9706246045,80537,CO,http://www.grimmbrosbrewhouse.com
135 Airport Rd,"Brewer Me, Fabrication, Sheet Metal Work, Brewer Sheet Metal Fabricators, Brewer,  ME, Sheet Metal Fabricators",Brewer,US,us/me/brewer/135airportrd,,,Grindal Sheet Metal,2079890580,04412-2607,ME,
36 Birchwood Blvd,"Professional Services, financial, Brewer Financial Consultant, investment brokerage,  ME, Financial Consultant, Insurance, Brewer, investment, Management Consulting Services, advisory, Brewer, ME, Financial Services, Life Insurance",Brewer,US,us/me/brewer/36birchwoodblvd,44.7774,-68.76629,Grindstone Financial Group,2079896306,4412,ME,http://www.grindstonefinancialgroup.com
9150 Commerce Center Cir,Breweries,Highlands Ranch,US,us/co/highlandsranch/9150commercecentercir/-2033244371,39.548807,-105.03392,Grist Brewing Co,,80129,CO,
10 Sheridan St,"Brew Pubs, Breweries, Beer & Ale",Pittsburgh,US,us/pa/pittsburgh/10sheridanst,40.477642,-79.971451,Grist House Brewing,4124471442,15209,PA,http://gristhousebrewing.com
4874 Route 414,Brewery,Burdett,US,us/ny/burdett/4874route414,,,Grist Iron Brewing Company,6078822739,14818,NY,http://gristironbrewing.com
133 W Chapman Ave,Brewery,Fullerton,US,us/ca/fullerton/133wchapmanave/102,33.87419258,-117.9257154,Grits Fullerton,7144490939,92832,CA,gritsfullerton.com
68 Main St,Brewery,Auburn,US,us/me/auburn/68mainst,44.0971116,-70.22450059,Gritty Mcduff's,2073762739,4210,ME,grittys.com
396 Fore St,"Pub, Brewery, Bar",Portland,US,us/me/portland/396forest,43.6562185,-70.2533346,Gritty Mcduffs Brewing Company,2077722739,4101,ME,http://grittys.com
1001 S E Division St,Brewery,Portland,US,us/or/portland/1001sedivisionst/1,,,Grixsen Brewing Company,,97202,OR,http://grixsen.com
6304 Riverdale St,"Brew Pubs, Restaurants, Brewery, Beer & Ale, Breweries, Wineries, Liquor Stores, Beer Garden, Brewery and Beer Garden Grantville",San Diego,US,us/ca/sandiego/6304riverdalest,32.788939,-117.09978,Groundswell Brewing Co,6197952337,92120,CA,http://groundswellbrew.com
117 Shadow Ridge Rd,"Breweries, Wholesale Foods",Hattiesburg,US,us/ms/hattiesburg/117shadowridgerd,31.327045,-89.396947,Group Dr Pepper Snapple,6016023695,39402,MS,
521 E Main St,"Breweries & Brew Pubs, Cocktail Lounges",Cottage Grove,US,us/or/cottagegrove/521emainst,,,Grove Tavern The,5419425152,97424-2037,OR,http://www.cottagegrove.net
164 Highway 4,"Hobby, Toy, and Game Shops, Shopping & Stores, Murphys, CA, Brewery, Crafts",Murphys,US,us/ca/murphys/164highway4,,,Growler Craft Brewery,2097281162,,CA,
4810 Hope Valley Rd,"Brewery Tours, Food & Drink, Tours & Activities",Durham,US,us/nc/durham/4810hopevalleyrd/110,35.921707,-78.95847,Growler Grlz,9199732755,27707,NC,
313 N Main St,"Bars & Clubs, Brewery, Coffeehouses",Anderson,US,us/sc/anderson/313nmainst,34.505702,-82.650757,Growler Haus,8642250057,29621,SC,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJavM5j17IUHchxmUfiN8Z_O_33JEJrW-jaooxbBDT-SAq9c5J5PeQ5xT0h1iCNuq5Om50MJaxR9nsNuTNSh2J2DmN4VRHHD3N7xGy7sGRp4BoQHkXZy5LMwkL06FNr_S12s9MdkCmzPA_zp4K8adB8PBQiv_Dkl7sg_llhRg-d8xg4Fsh4NXDpHKRx2HHrBHz_lwIrRtbiZjEaSSbcDkG8q8ol0X5MlQQMrGIyJ3j1t5UMfM0LMa2rqWIF3tmK5MvRZE2vxX3U0rp8_1Z4T3jA2qt-z8BETz6GBpxPXxcOWDAET6EXVWDuvsS3dCX3ew2FWVwgMxFvy2hoSt2SluoaglKs58_M9_pv61fiPLbi5c&placement=listing_profile&cs_user=unknown&cs_session=690fa7cbeb07037b15e02fbd710328748e4cf1f0
6800 Burnet Rd,"Brewery, Food Drink Shop, and Gift Shop Allandale, Food Drink Shop, Gift Shop, Brewery, Brewery, Food Drink Shop, and Gift Shop",Austin,US,us/tx/austin/6800burnetrd/2,,,Growler Room,"5124584438, (512) 458-4438",78757,TX,http://www.growlerroom.com
109 Augusta St,"Beer Garden, Other Nightlife, and Brewery",Greenville,US,us/sc/greenville/109augustast,,,Growler Station,"8643862137, (864) 386-2137",29601,SC,
33 57 Shelter Cove Ln,"Brewery, Beer Garden, Sc>brewery, Sc>beer Garden",Hilton Head Island,US,us/sc/hiltonheadisland/3357sheltercoveln,32.186956,-80.71676,Growler's Craft Beer and Ales,,29928,SC,
227 E Diamond Ave,"Bar, Brewery",Gaithersburg,US,us/md/gaithersburg/227ediamondave,39.142084,-77.193608,Growlers of Gaithersburg,3015199400,20877,MD,http://www.growlersrestaurant.com
600 E Superior St,"Lounge, Restaurant, Brew Pubs, Lounge and Cocktail Bar, Restaurants, Grill Restaurants, Liquor Stores, Brewery, Gift Shop, and Restaurant, Mexican Restaurant, Cocktail Bar",Duluth,US,us/mn/duluth/600esuperiorst,46.792564,-92.09087,Growlers To Go,"2182792739, 2187261392, 2186258646, 2187237827",55802,MN,brewhouse.net
100 Pine Rd,Brewery Bustleton,Huntingdon Valley,US,us/pa/huntingdonvalley/100pinerd,,,Grue Brue Laboratories East,,,PA,
104 E Maple St,Brewers,Bellingham,US,us/wa/bellingham/104emaplest/-1957688010,48.747288,-122.482086,Gruff Brewing,3607340115,98225,WA,
1315 E Main St,"Tours & Activities, Food & Drink, Breweries, Beer Tastings & Tours",Blue Ridge,US,us/ga/blueridge/1315emainst,34.85817,-84.32989,Grumpy Old Men Brewing,14049662665,30513,GA,
1801 Green Mountain Dr,Bar and Brewery,Little Rock,US,us/ar/littlerock/1801greenmountaindr,,,Grumpy's,"(501) 225-3768, 5012253768",72212,AR,grumpystoo.com
29137 Euclid Ave,"American, Pub Food, Burgers, Restaurant, Breweries & Brew Pubs, Cocktail Lounges, Bar & Grill Restaurants, Bars & Clubs, Restaurants, Bar Food, recreation, food and drink",Wickliffe,US,us/oh/wickliffe/29137euclidave,41.604126,-81.477014,Grumpy's - Wickliffe/willowick/willoughby - Wickliffe,4405857555,44092,OH,
3225 Ocean Beach Hwy,"Cocktail Lounges, Restaurants, Breweries & Brew Pubs, Taverns, Bar & Grill Restaurants",Longview,US,us/wa/longview/3225oceanbeachhwy/-102121537,46.14836,-122.96832,Grumpy's Tavern,"3606364322, 3604231866","98632-4232, 98632",WA,http://grumpystavern.net
1580 Wald Rd,"Food & Drink, Breweries",New Braunfels,US,us/tx/newbraunfels/1580waldrd,29.68521,-98.16445,Guadalupe Brewing Company,5128789214,78132,TX,
12 Birchwood Blvd,"Brewer, ME, Other Business Services, Detective, Guard, and Armored Car Services, Brewer Guard Services",Brewer,US,us/me/brewer/12birchwoodblvd,,,Guardian Security Industries,2075619668,04412-1602,ME,
167,Brewery Lower East Side,Manhattan,US,us/ny/manhattan/167,,,Guinness,,10002,NY,
7648 Canal St,"Beer Homebrewing Equipment & Supplies, Winemaking Equipment & Supplies, Brewer Equipment Supplies & Services, Breweries, Beer & Ale",Houston,US,us/tx/houston/7648canalst/-223995086,29.735447,-95.287325,Gulf Coast Brewing,"2815010365, 8324264208",77012,TX,
3378 Moffett Rd,"Food & Dining, Beverages, Breweries, Mobile,  AL, Professional Services, Management Services, Mobile Business Management, wholesale, supply, beer, ale, whole, wine",Mobile,US,us/al/mobile/3378moffettrd,30.705692,-88.120242,Gulf Distributing Co,2514769600,36607,AL,
23836 Smiley Rd,"Brewery Tours, Breweries, Tours, Food & Drink",Nisswa,US,us/mn/nisswa/23836smileyrd,46.497665,-94.2971,Gull Dam Brewing,12189632739,56468,MN,
3227 Laconia Ave,"Breweries, Wineries",Bronx,US,us/ny/bronx/3227laconiaave,40.872195,-73.855746,Gun Hill Brewing Co,,10469,NY,gunhillbrewing.com
